,SB,SW,SR,SN,SE,SS,PUN,SP,PJ,PW,PR,PS,PI,PC,PL,PM,PZ,PX,PF,PA,PN,BF,FB,FG,FL,FM,FS,CE,CW,CY,CR,LA,LE,LW,LS,HE,HW,HM,TA,TE,OC,PO,PL,PB,PD,PX,PA,BP,BW,BY,BT,BL,BM,BC,BUN,MH,MS,AG,MB,MN,MM,ST,MP,OR,OW,OB,OK,OP,OS,OC,OE,OX,OY,OL,AB,AW,AX,AH,AM,EA,ER,ES,EU,EX,HB,HS,HC,HG,WB,BU,CB,CP,CV,CD,CH,SA,SBW,SF,SH,SK,SL,SM,SNW,SO,AL,AGL,AR,AV,BE,BI,CA,BA,BD,IW,BLUE,SY,TU,HK,SAS,GYM,GLED,MAG,PT,NYS,HAM,RHO,ROB,RHA,RHF,SOR,SOU,SOE,EUG,AT,CRB,AP,APM,CORN,CORA,CORS,VIB,VIBL,CEPH,OH,U
RHF,0.7276908,0.73962116,0.7383255,0.7404599,0.7387788,0.7137648,0.733443,0.7384168,0.7135054,0.73327947,0.71393126,0.72547185,0.69743884,0.7230694,0.7074088,0.7460302,0.73225224,0.71786034,0.7395304,0.7530952,0.72062874,0.75274575,0.7396936,0.72857106,0.73926973,0.7411591,0.72896844,0.71542794,0.7268383,0.7159509,0.74871284,0.7441808,0.78175235,0.7401856,0.7153809,0.7411604,0.741118,0.74402106,0.72429526,0.7438772,0.7306814,0.7541714,0.7247563,0.75898963,0.7280842,0.73501706,0.7792009,0.75855595,0.75684464,0.78003335,0.7424506,0.76230216,0.7432963,0.7616067,0.7692195,0.74219376,0.77116835,0.7678283,0.74259305,0.79764605,0.77098876,0.74705434,0.75864685,0.7457415,0.74713695,0.73796535,0.7257544,0.71563774,0.7362505,0.72515893,0.73025125,0.7444642,0.7480629,0.72945803,0.78538436,0.786378,0.7802693,0.77201074,0.80403924,0.7517556,0.71775657,0.74818426,0.73247325,0.76192284,0.7266735,0.71384037,0.725747,0.7221494,0.75873685,0.7885916,0.73331463,0.7470298,0.745009,0.77086127,0.7745372,0.75326204,0.79827076,0.73704225,0.737527,0.77821404,0.77404314,0.78280437,0.7786789,0.7942846,0.83862746,0.81013817,0.80023897,0.81120706,0.7415133,0.75830734,0.7506107,0.78409785,0.763663,0.73521847,0.7325776,0.7455251,0.7105919,0.7631363,0.74026465,0.74039644,0.7242579,0.7083409,0.74775755,0.7080966,0.7624457,0.7351738,0.73522663,0.8615897,1.0,0.76246023,0.73845357,0.7897513,0.7410427,0.7285833,0.7501298,0.7226886,0.7492745,0.6861976,0.71200097,0.71717566,0.7562474,0.7406842,0.7528017,0.78174365,0.718904
SOR,0.7596915,0.7393717,0.76021767,0.75421906,0.78702545,0.74372935,0.7498676,0.7626035,0.7779042,0.77282447,0.75740105,0.7554219,0.7506416,0.76530045,0.7480784,0.77461,0.7337647,0.7587534,0.7638012,0.8036116,0.7746885,0.78023577,0.75733554,0.7546195,0.80125177,0.76468575,0.77124065,0.72195476,0.7204036,0.7473489,0.75581145,0.79578424,0.79993343,0.79679966,0.79312855,0.7425911,0.726483,0.73698395,0.73196876,0.7570108,0.7826551,0.77602553,0.73818195,0.7832131,0.7666307,0.788625,0.7815858,0.73691815,0.7930418,0.7901161,0.7740184,0.79166794,0.75876373,0.7884463,0.75578964,0.7971172,0.8073938,0.7776189,0.77457243,0.77452254,0.84401935,0.77675945,0.775645,0.7913937,0.77188396,0.7612572,0.7502739,0.7614399,0.75021183,0.74197733,0.77031076,0.7548446,0.79839075,0.7554548,0.79700243,0.8476891,0.80215883,0.7916961,0.8212997,0.812099,0.7603761,0.77376956,0.74840945,0.7544322,0.74852383,0.75778985,0.7581903,0.75347054,0.7498788,0.7673127,0.74758714,0.77276444,0.7576133,0.758859,0.7538035,0.75063753,0.7826693,0.75524735,0.7802339,0.8077797,0.78166556,0.792153,0.7742373,0.76843405,0.79920685,0.76701367,0.79106325,0.8082482,0.7703087,0.74333197,0.81533,0.794721,0.7464199,0.76981306,0.76435846,0.78458834,0.7396411,0.75745267,0.7851092,0.7702466,0.73507345,0.74550945,0.74103785,0.7553935,0.7527558,0.7373599,0.75424874,0.7476987,0.76246023,0.99999994,0.9057809,0.8926249,0.7519729,0.7716125,0.7777925,0.779876,0.7859524,0.7548827,0.76400054,0.7547086,0.73896277,0.7197971,0.7117612,0.81789464,0.7262303
SOU,0.75271505,0.7428985,0.7645564,0.75300986,0.7620827,0.7463463,0.75031793,0.75730395,0.7724638,0.7474114,0.7607766,0.75038946,0.7503111,0.7607677,0.7386214,0.7571026,0.7347748,0.74664676,0.7377032,0.77938974,0.7667491,0.77526546,0.74914527,0.74894935,0.78431994,0.74822193,0.7611829,0.7143093,0.71608967,0.75340366,0.7396674,0.7850462,0.78136045,0.7750532,0.781421,0.71552277,0.7170976,0.7247509,0.74909806,0.765147,0.77551025,0.77319765,0.73739165,0.77716553,0.74704033,0.7578647,0.7588533,0.73601,0.7883507,0.76485676,0.7715464,0.78601605,0.74745816,0.7780693,0.7377231,0.77779377,0.77728057,0.7564656,0.76227534,0.75018,0.8086985,0.76910335,0.7734791,0.7886288,0.7630469,0.7634486,0.767006,0.7535266,0.73748523,0.7372863,0.7723819,0.7490144,0.7907558,0.7811378,0.7936668,0.797516,0.78331846,0.7883747,0.79880154,0.7357746,0.75920355,0.7732155,0.7168182,0.74452955,0.76716423,0.76289535,0.74881613,0.7547816,0.7519028,0.75461817,0.7571075,0.7911702,0.7614658,0.7603823,0.75706816,0.75344396,0.7635134,0.77151734,0.79531914,0.81920344,0.78924644,0.78702796,0.7700311,0.7671908,0.7750975,0.7384672,0.7616229,0.8037237,0.73315144,0.724006,0.7823252,0.7561979,0.7416896,0.7495602,0.75346184,0.7726178,0.7279221,0.7683909,0.78428817,0.74771297,0.7227919,0.7186154,0.7403627,0.7390201,0.72298944,0.76091146,0.74897885,0.7330008,0.73845357,0.9057809,1.0,0.853649,0.7343073,0.7547895,0.7546543,0.77073836,0.7656263,0.7422254,0.7452278,0.7679447,0.74412835,0.7250137,0.70160145,0.7887311,0.7330693
SOE,0.7205417,0.7175456,0.7262284,0.74477667,0.7433096,0.7196524,0.73390055,0.7376261,0.75694126,0.74084806,0.72422814,0.77605575,0.72927755,0.7376545,0.7237472,0.7784843,0.76262116,0.74337214,0.73916006,0.7796502,0.7569069,0.7500181,0.7277169,0.7333701,0.7658074,0.7468897,0.74823314,0.6998817,0.70813054,0.7180512,0.74849474,0.7492847,0.81948125,0.7906308,0.76645184,0.70131576,0.71269894,0.7363461,0.6968398,0.6997164,0.76025224,0.76089394,0.730385,0.7621825,0.75043607,0.77803403,0.8148089,0.7735438,0.76483536,0.753798,0.7494997,0.757922,0.7496637,0.7798499,0.79187804,0.7673321,0.7723445,0.7629717,0.74762887,0.7847209,0.80212176,0.73856175,0.79159856,0.7695638,0.7814352,0.7561008,0.75831664,0.7518195,0.7528079,0.7491839,0.7681421,0.79085636,0.78071105,0.7612591,0.77842534,0.8051664,0.8069384,0.7960856,0.8187415,0.7678914,0.7378644,0.7765367,0.7733476,0.80136883,0.74645156,0.77352047,0.7531501,0.7586846,0.7544456,0.758088,0.7599179,0.77006197,0.77357495,0.8217431,0.7984597,0.7598827,0.8065979,0.75550115,0.7770037,0.7922426,0.7769613,0.7796361,0.7552911,0.78559446,0.76654834,0.79894054,0.7730508,0.8027222,0.7455512,0.79773784,0.7920666,0.7560953,0.76446724,0.75263786,0.7563803,0.78966844,0.7530097,0.7875651,0.7834792,0.7662247,0.7409973,0.7474561,0.7510204,0.7505013,0.7536727,0.7550035,0.7722338,0.7815707,0.7897513,0.8926249,0.853649,1.0000001,0.756571,0.7699784,0.7816018,0.78577846,0.8124263,0.74275815,0.7398294,0.7562216,0.7457906,0.7459713,0.7277,0.799607,0.7404504
EUG,0.719665,0.6988734,0.71956813,0.7055114,0.718311,0.727796,0.7134411,0.7168949,0.69889116,0.71679914,0.685776,0.70207196,0.70398873,0.7052916,0.69040525,0.7165112,0.6809638,0.7245982,0.69193983,0.70833904,0.7008494,0.7094897,0.6956415,0.7095139,0.711244,0.72163975,0.7147511,0.6735532,0.6782069,0.68690395,0.7212684,0.70753264,0.6917456,0.71837103,0.6819078,0.6877183,0.70909905,0.6878641,0.70174944,0.7105971,0.6746038,0.7118292,0.67549694,0.70455825,0.7205196,0.7076251,0.7139869,0.6781415,0.7023593,0.67847836,0.70004654,0.67543644,0.67911553,0.70912063,0.669501,0.69914114,0.7092458,0.7187445,0.6935126,0.6913332,0.7352978,0.71009886,0.69826066,0.6771685,0.7020267,0.691901,0.67349094,0.7082194,0.69916826,0.695703,0.70043015,0.6974295,0.70765483,0.7094641,0.70102763,0.7034518,0.7047988,0.7271782,0.71545714,0.70252436,0.70031285,0.7014569,0.6813213,0.7029562,0.69467485,0.6960985,0.7060551,0.70633626,0.6976769,0.71161664,0.69658124,0.7166995,0.7400732,0.7381497,0.70089287,0.6928499,0.71452266,0.6778936,0.6931339,0.69437313,0.72821987,0.71549743,0.6953186,0.6972037,0.7247539,0.70483273,0.7172821,0.72436464,0.6799965,0.70064473,0.7032448,0.69025123,0.6878085,0.7334697,0.7317276,0.7234125,0.7251414,0.7033428,0.7075839,0.728071,0.66367346,0.72787935,0.72344536,0.7183912,0.7644589,0.68829846,0.67300415,0.74863505,0.7410427,0.7519729,0.7343073,0.756571,1.0000001,0.7246245,0.71683466,0.72527146,0.6961723,0.7379979,0.70888984,0.7194445,0.743917,0.7403058,0.7258668,0.72981703,0.70638764
AT,0.72728044,0.71009123,0.7163137,0.7171937,0.71244025,0.7341936,0.7396345,0.7274466,0.7235088,0.7143926,0.7187754,0.73413384,0.7328818,0.7214107,0.6958708,0.7134871,0.7157555,0.7082115,0.74015164,0.7191571,0.73187983,0.7370375,0.73058224,0.72778714,0.714601,0.73383397,0.7183257,0.7124555,0.70308155,0.71727717,0.7331859,0.74360716,0.7631975,0.7499833,0.741907,0.7073046,0.7037741,0.70314014,0.69763017,0.73713243,0.72600895,0.71826005,0.70329225,0.7411736,0.7310158,0.74558794,0.7273632,0.706239,0.71677506,0.7341871,0.7109953,0.743581,0.71145713,0.7446145,0.71583647,0.7507382,0.7293263,0.72387695,0.73555034,0.72470474,0.75062215,0.7534509,0.7336457,0.7199492,0.6985632,0.703976,0.70147574,0.7082562,0.6763915,0.7291069,0.7031304,0.71009946,0.72248137,0.7073822,0.71343976,0.74472827,0.7459551,0.7427614,0.74434346,0.7229609,0.69776624,0.71350974,0.68825376,0.70607,0.7253597,0.7292721,0.72423655,0.720031,0.6962139,0.72460806,0.7508788,0.77553296,0.8014219,0.77173054,0.777839,0.70022655,0.7153757,0.7085011,0.7430301,0.7222961,0.73870784,0.7214544,0.7083417,0.7239338,0.73221374,0.71717674,0.73998415,0.7654425,0.6974998,0.71519065,0.7472187,0.73025304,0.7381655,0.7137245,0.74137,0.7487718,0.7445494,0.7821248,0.7370085,0.74108756,0.72898775,0.75069684,0.7418883,0.7448066,0.7370064,0.72780097,0.7202644,0.7291439,0.7285833,0.7716125,0.7547895,0.7699784,0.7246245,1.0,0.7354276,0.77104825,0.73285073,0.72170144,0.7301085,0.72947824,0.77566725,0.7518446,0.74327916,0.73181367,0.681396
CRB,0.71865183,0.696743,0.7217838,0.7102325,0.69143414,0.70683396,0.7220742,0.7304989,0.7216112,0.6944461,0.6958783,0.70215935,0.7340373,0.70553005,0.71233183,0.71141374,0.70972645,0.7039731,0.68961054,0.7129881,0.74531627,0.7134161,0.68350405,0.6950108,0.6983623,0.7237845,0.7045866,0.6878583,0.7237828,0.70300806,0.7419163,0.7140112,0.76574993,0.75683796,0.7230752,0.6986582,0.71811044,0.687897,0.68350637,0.7086755,0.7560687,0.762205,0.71341956,0.729899,0.7198224,0.75937295,0.7729136,0.75933665,0.743449,0.72613746,0.7689239,0.74047244,0.70623744,0.73935163,0.72062325,0.708447,0.7143104,0.730939,0.7199956,0.72822577,0.77664196,0.6764786,0.73405695,0.71498686,0.73767614,0.7404371,0.71407014,0.7419162,0.7176521,0.71521765,0.75181484,0.7454289,0.74465805,0.773546,0.7382155,0.7343912,0.72811425,0.7566088,0.787827,0.6946332,0.6967775,0.69528174,0.7008992,0.728402,0.7458041,0.7526079,0.72926944,0.7472255,0.73180854,0.7305931,0.7299372,0.7479292,0.7465037,0.75743055,0.769822,0.7443243,0.75821406,0.7483397,0.75216615,0.76522297,0.74427897,0.7938065,0.76033276,0.7276301,0.74606735,0.7298572,0.72937024,0.72242725,0.7083752,0.74005413,0.7765747,0.71490705,0.73137844,0.71172154,0.7154348,0.7168651,0.723494,0.7515468,0.77943826,0.7582587,0.7364797,0.7247874,0.7418076,0.7006895,0.7541199,0.7503234,0.80064094,0.745434,0.7501298,0.7777925,0.7546543,0.7816018,0.71683466,0.7354276,1.0,0.7694192,0.78351104,0.74721014,0.73658264,0.75484073,0.75520134,0.76849574,0.7425228,0.79711944,0.7456701
AP,0.7252835,0.7337558,0.7486194,0.7357491,0.7197277,0.72965056,0.7295728,0.7351006,0.763733,0.74071807,0.7486511,0.7334518,0.7497054,0.7440655,0.7432078,0.7393985,0.7305581,0.7468918,0.7323547,0.7535639,0.75029945,0.7234095,0.7210812,0.74742675,0.7240062,0.74567413,0.7363774,0.71897316,0.7249185,0.7392161,0.76256895,0.73707855,0.7564768,0.74796504,0.73482025,0.72292316,0.72555816,0.7040849,0.69602054,0.70447606,0.74246716,0.78041005,0.73571527,0.74028015,0.7880972,0.79529846,0.7682272,0.75066996,0.7534214,0.74193615,0.7447714,0.78097653,0.75816417,0.73434216,0.7271261,0.80392957,0.77597183,0.78371036,0.7579448,0.77570367,0.76785344,0.73747385,0.77630043,0.77709234,0.7640922,0.7715179,0.76083446,0.7811155,0.77478725,0.76736456,0.75050914,0.8134037,0.7571004,0.7624234,0.7354306,0.76669633,0.7491807,0.77302045,0.76304746,0.77091324,0.7446582,0.77242756,0.7189422,0.76331115,0.8221043,0.8013097,0.80109215,0.8109669,0.77128214,0.7749922,0.79834,0.79185814,0.7996754,0.80438733,0.8307673,0.7518102,0.75441444,0.73763907,0.7347035,0.75750285,0.7334089,0.7538345,0.7251656,0.74072593,0.75074095,0.7541712,0.78071207,0.7583837,0.7531794,0.7490742,0.8059086,0.76602674,0.77008885,0.7659011,0.8097174,0.8068317,0.7572848,0.76815456,0.7655191,0.7902434,0.77685064,0.7837895,0.7757778,0.7581675,0.7798455,0.7385984,0.7753006,0.74147636,0.7226886,0.779876,0.77073836,0.78577846,0.72527146,0.77104825,0.7694192,1.0,0.8507397,0.76281524,0.7236706,0.74865544,0.745683,0.72296435,0.73337793,0.7887046,0.70664066
APM,0.7186848,0.7338121,0.74743503,0.7629596,0.7140367,0.71056056,0.7337764,0.7449908,0.7250211,0.7291196,0.71653396,0.7424225,0.71058285,0.71023524,0.69803023,0.7293588,0.7360661,0.7194002,0.7005769,0.7415456,0.74138016,0.7338301,0.71818084,0.73273855,0.7153083,0.73274714,0.71903694,0.6697168,0.69104785,0.7157695,0.7144382,0.72678924,0.7919737,0.75435424,0.74825317,0.70315385,0.70574677,0.7038619,0.7066222,0.7076819,0.7402353,0.7745605,0.749225,0.7463927,0.73779684,0.7821207,0.78508246,0.7741778,0.7631261,0.75648725,0.7599451,0.76447624,0.7267504,0.73342097,0.76811296,0.7739114,0.76150084,0.75048137,0.74936223,0.7933556,0.77041525,0.73648655,0.7964899,0.77284914,0.7542795,0.7597596,0.7439324,0.7664554,0.73784983,0.72954637,0.75204116,0.77503014,0.7487247,0.76195836,0.7266276,0.7623616,0.73768693,0.75859797,0.78250194,0.764899,0.72116053,0.75845313,0.7784525,0.7997724,0.760268,0.75616205,0.74488866,0.76612324,0.7542452,0.7597348,0.78164196,0.80280447,0.765277,0.81648505,0.84215105,0.7412847,0.7802178,0.7564609,0.739463,0.7648207,0.74798036,0.7872987,0.75455713,0.76451737,0.74337685,0.7829495,0.77789307,0.76291263,0.76846385,0.7986381,0.7839311,0.74695325,0.7670109,0.73843884,0.7392234,0.7573246,0.7476927,0.75803053,0.7486057,0.74813735,0.7819894,0.7499625,0.73087394,0.73803246,0.7311976,0.7463833,0.7793326,0.7479861,0.7492745,0.7859524,0.7656263,0.8124263,0.6961723,0.73285073,0.78351104,0.8507397,0.9999999,0.72751504,0.7310367,0.7365856,0.73695445,0.7143814,0.70288044,0.8006134,0.73767644
CORN,0.7080301,0.68418354,0.7101685,0.7014084,0.70460385,0.7096038,0.69671416,0.71275127,0.7280205,0.694011,0.7298578,0.70881647,0.7351135,0.71435195,0.6919004,0.7072102,0.7051424,0.70610595,0.72182083,0.6961311,0.7309756,0.73618186,0.7116092,0.7159238,0.713435,0.7182563,0.7135218,0.6878605,0.67615867,0.6853118,0.72428536,0.73931825,0.74892193,0.73788446,0.7059715,0.68294615,0.69039065,0.6717037,0.7346909,0.74285555,0.72782695,0.76108783,0.7372947,0.743541,0.73951244,0.76223314,0.7499486,0.7133899,0.76714486,0.74156666,0.7538193,0.7801156,0.7519274,0.74451214,0.754708,0.74103993,0.73526,0.72949755,0.70554656,0.701935,0.7418984,0.7245512,0.70059144,0.7564247,0.75745565,0.7405978,0.741145,0.7760747,0.75619775,0.74835265,0.73891354,0.7504541,0.7601142,0.73188287,0.7436615,0.749798,0.73727024,0.75703347,0.76290214,0.7200261,0.6993394,0.71628773,0.67885274,0.7094085,0.7764669,0.7734326,0.7722372,0.79111576,0.73112667,0.72643626,0.7431732,0.74792594,0.7514095,0.741971,0.72283614,0.73154795,0.72146326,0.7012792,0.72664773,0.7208823,0.71172476,0.7356151,0.7115397,0.7106191,0.7021927,0.68467903,0.7111491,0.6717291,0.7338825,0.7209085,0.7608994,0.75728583,0.742417,0.77704155,0.80068845,0.7430637,0.74968934,0.7420362,0.7565609,0.7640248,0.73287433,0.72876334,0.73940825,0.73854077,0.774216,0.7301043,0.73369086,0.6972784,0.6861976,0.7548827,0.7422254,0.74275815,0.7379979,0.72170144,0.74721014,0.76281524,0.72751504,1.0000002,0.8663633,0.8602164,0.738057,0.7099211,0.74776775,0.7759585,0.7078992
CORA,0.73607105,0.70533663,0.7211868,0.7154824,0.7199807,0.7228334,0.70466495,0.73469895,0.730481,0.7496603,0.76657,0.71813023,0.71851766,0.7120755,0.6745822,0.70015115,0.7218748,0.70779216,0.71998626,0.7209913,0.7365287,0.7400098,0.70302165,0.73183477,0.7196845,0.7283377,0.72476286,0.7215606,0.6974243,0.70706403,0.7010448,0.76377255,0.7657131,0.7425904,0.747253,0.74343216,0.71101665,0.7059653,0.74176615,0.77323675,0.7417395,0.7654801,0.78510964,0.7516791,0.74204564,0.7588196,0.7523912,0.7392747,0.7894153,0.80245423,0.76266617,0.8005026,0.77443165,0.76546806,0.782873,0.7868824,0.7562562,0.75656736,0.74337316,0.7484652,0.7647565,0.7722546,0.73383147,0.7865474,0.763397,0.76159805,0.74372685,0.74329287,0.72563756,0.737388,0.74031264,0.7336942,0.7381227,0.7298418,0.77296054,0.793789,0.7770469,0.7573907,0.7681755,0.7502106,0.7363646,0.73480666,0.6985137,0.70087075,0.7870115,0.7613069,0.7602409,0.768736,0.76263726,0.7609118,0.7772387,0.7502363,0.727871,0.7444487,0.7161235,0.74380654,0.73233783,0.73187166,0.7313533,0.7357894,0.7232869,0.7509325,0.71682566,0.7142662,0.7205763,0.7323437,0.73106486,0.69869643,0.7592012,0.694571,0.7581214,0.80948424,0.7617662,0.77463686,0.7677303,0.73839974,0.742347,0.7612864,0.72390264,0.75630367,0.74861544,0.71430093,0.7275605,0.7364418,0.7438496,0.69613105,0.74127936,0.7167267,0.71200097,0.76400054,0.7452278,0.7398294,0.70888984,0.7301085,0.73658264,0.7236706,0.7310367,0.8663633,1.0,0.8543291,0.71981704,0.71292275,0.7241558,0.8051342,0.68662274
CORS,0.7380252,0.72218525,0.74293095,0.721738,0.7065586,0.732882,0.7011945,0.7248248,0.7358793,0.71351653,0.75519073,0.7170608,0.7288095,0.7204038,0.6907078,0.70299584,0.7120841,0.7268375,0.713987,0.6911725,0.73303604,0.7518326,0.7084302,0.7372408,0.72644746,0.72773755,0.72643596,0.74040264,0.7426002,0.72507435,0.73053694,0.7654722,0.75028634,0.75610083,0.7443018,0.7224845,0.7101475,0.6908047,0.7364447,0.7813951,0.75176793,0.74537843,0.7402952,0.76059884,0.7419833,0.7526034,0.7421871,0.73554826,0.7823708,0.7600545,0.7772894,0.7894515,0.78116477,0.7859556,0.74718386,0.7633759,0.7730139,0.7741159,0.72447956,0.722873,0.7582176,0.7362635,0.72802293,0.7786153,0.75640714,0.7788337,0.746755,0.75345886,0.75515634,0.71956164,0.73839307,0.73972857,0.73136294,0.753322,0.7624017,0.74149686,0.7427918,0.7283769,0.7523761,0.72352254,0.7275771,0.7311976,0.6892971,0.70792115,0.77747595,0.77592593,0.7620245,0.75672084,0.74145734,0.74384844,0.7783593,0.73746306,0.7477952,0.74968636,0.72291136,0.77625996,0.77007234,0.73513615,0.7697483,0.75866175,0.75682795,0.798263,0.7648464,0.7516267,0.73875314,0.71809745,0.7480373,0.70733297,0.7297968,0.7087057,0.7498762,0.7790684,0.7489058,0.77597094,0.745806,0.75781924,0.7220488,0.7495924,0.7468044,0.7511804,0.75266457,0.69272614,0.72892827,0.73594695,0.75744903,0.7466334,0.7536059,0.7111641,0.71717566,0.7547086,0.7679447,0.7562216,0.7194445,0.72947824,0.75484073,0.74865544,0.7365856,0.8602164,0.8543291,0.9999998,0.73815703,0.7495088,0.7625481,0.774313,0.70934355
VIB,0.7201832,0.69722146,0.70660067,0.7146899,0.70768535,0.709064,0.7356173,0.7197951,0.69122815,0.6666274,0.6730308,0.69637346,0.6960269,0.69897693,0.6859017,0.7096964,0.7068646,0.7128372,0.69091535,0.67969525,0.7017011,0.7034681,0.69926065,0.71076417,0.68326443,0.7184069,0.70019937,0.65315825,0.67915756,0.6595487,0.7389573,0.71345305,0.726616,0.72659695,0.6943393,0.68657744,0.7117045,0.6908107,0.7034292,0.7097517,0.7034416,0.7049845,0.6732625,0.701217,0.6810065,0.7004593,0.7195462,0.72555864,0.75396013,0.71875906,0.7413068,0.78179324,0.74748516,0.75764716,0.73518604,0.7094984,0.74335873,0.7362366,0.74631643,0.7199484,0.77188516,0.7479745,0.74567217,0.7089371,0.6959544,0.7040156,0.7029524,0.7087207,0.7171185,0.70558196,0.71286833,0.6987871,0.7398551,0.7523304,0.73702615,0.69644535,0.72244966,0.71296287,0.74364114,0.67717147,0.68645287,0.70210266,0.6923428,0.74903715,0.7117745,0.69689476,0.7281718,0.72974193,0.7166064,0.71434426,0.71211106,0.76307285,0.7846966,0.7399038,0.7641545,0.73512053,0.7307084,0.70639664,0.73702085,0.73462445,0.7451017,0.728986,0.7343638,0.7119756,0.76961684,0.73128486,0.74532694,0.7683371,0.69101727,0.7194978,0.74281526,0.7150885,0.7509279,0.72576666,0.7075209,0.7264166,0.73545825,0.754658,0.72572225,0.7534327,0.7283401,0.7536474,0.72916555,0.73754436,0.78853184,0.7469154,0.72959614,0.73305196,0.7562474,0.73896277,0.74412835,0.7457906,0.743917,0.77566725,0.75520134,0.745683,0.73695445,0.738057,0.71981704,0.73815703,1.0000001,0.85417,0.7456586,0.75366265,0.7082517
VIBL,0.69616205,0.6921452,0.69228446,0.6841466,0.6901542,0.6908668,0.7031767,0.69984215,0.6865621,0.67651224,0.670697,0.68961334,0.67549133,0.68714964,0.6724199,0.67363036,0.68176514,0.6950263,0.665292,0.6888171,0.6829027,0.70386666,0.683499,0.69955844,0.67774606,0.7062646,0.7072401,0.6852757,0.69400114,0.69998294,0.71461993,0.7062254,0.72620654,0.73876965,0.6961475,0.6794754,0.7030219,0.67830855,0.6899825,0.7315269,0.70703846,0.71106076,0.6849483,0.7075318,0.69544804,0.7208737,0.71597975,0.7130667,0.73593175,0.7129303,0.7048854,0.72589576,0.7235826,0.74910355,0.71466213,0.7005987,0.7344633,0.7196764,0.7345474,0.6955749,0.7388569,0.696768,0.7250599,0.69752556,0.6992293,0.70857036,0.7018979,0.7111753,0.71734184,0.72406983,0.713318,0.69494337,0.7044349,0.7411632,0.7390138,0.70776796,0.7179093,0.7084795,0.73317903,0.68291456,0.68898463,0.68701535,0.67289424,0.7250886,0.7068831,0.70668274,0.7214264,0.71119726,0.729449,0.7257811,0.7092775,0.72659874,0.7411918,0.7208004,0.73873657,0.7387651,0.7328324,0.6969634,0.7329792,0.74929684,0.7421442,0.7448935,0.7397957,0.7122064,0.7488728,0.73319685,0.73928773,0.76057744,0.68514884,0.7135897,0.71772885,0.7093296,0.7148388,0.6999408,0.6880201,0.7133175,0.71903443,0.76004,0.7212676,0.7451161,0.73423153,0.7338504,0.7366172,0.72475725,0.7592176,0.7424505,0.7231208,0.7471883,0.7406842,0.7197971,0.7250137,0.7459713,0.7403058,0.7518446,0.76849574,0.72296435,0.7143814,0.7099211,0.71292275,0.7495088,0.85417,0.99999976,0.75671965,0.7336121,0.6937106
CEPH,0.7098049,0.69876695,0.6830058,0.6781504,0.6893586,0.71005905,0.7064804,0.7007409,0.7341098,0.70649415,0.70607316,0.7090098,0.7104818,0.7147876,0.6863416,0.6944286,0.7116851,0.6997503,0.71514577,0.6955623,0.7272374,0.6947085,0.7038231,0.70658654,0.67107993,0.72178996,0.6945969,0.78679574,0.7303544,0.70196474,0.74436975,0.7189114,0.73042434,0.7918204,0.7138114,0.72994447,0.7372206,0.6917496,0.7248603,0.7400177,0.724762,0.7020377,0.7011224,0.7120052,0.737334,0.7416135,0.71030384,0.7042396,0.7329457,0.7387922,0.7534731,0.7247639,0.7596758,0.8110557,0.7323601,0.72634304,0.7178451,0.75791925,0.7211699,0.69169563,0.70774865,0.7054,0.71627563,0.7135596,0.72821355,0.74166477,0.73221684,0.756401,0.77718693,0.7651044,0.7367498,0.7433542,0.7140159,0.72612745,0.73651314,0.7185631,0.73236835,0.7431867,0.74635863,0.72123814,0.7019931,0.6862369,0.6882941,0.71049994,0.75585777,0.7591014,0.75323904,0.74377275,0.72576463,0.7557257,0.709575,0.72986627,0.7489711,0.72767526,0.73204505,0.76647097,0.73542243,0.7256964,0.70684355,0.7455884,0.7327415,0.7594362,0.758758,0.70748335,0.7431457,0.7210985,0.7227584,0.6994476,0.7091468,0.71543515,0.74869335,0.75239724,0.72525126,0.72053623,0.76117176,0.8061719,0.7473842,0.83185756,0.7220315,0.76344746,0.7356088,0.7462655,0.76157534,0.75863224,0.7709512,0.7409953,0.7192028,0.71624774,0.7528017,0.7117612,0.70160145,0.7277,0.7258668,0.74327916,0.7425228,0.73337793,0.70288044,0.74776775,0.7241558,0.7625481,0.7456586,0.75671965,1.0000002,0.7395743,0.71392846
